	dest_ip	dest_port	highest layer	length	timestamp
498	172.17.0.2	8080	TCP	66	1521395046.664421
499	172.17.0.2	8080	URLENCODED-FORM	979	1521395046.664477
500	172.17.0.1	36782	TCP	66	1521395046.664488
501	172.17.0.1	36782	TCP	7306	1521395046.739355
502	172.17.0.2	8080	TCP	66	1521395046.739365
503	172.17.0.1	36782	TCP	1826	1521395046.739373
504	172.17.0.2	8080	TCP	66	1521395046.739375
505	172.17.0.1	36782	TCP	3688	1521395046.739396
506	172.17.0.2	8080	TCP	66	1521395046.739399
507	172.17.0.1	36782	DATA-TEXT-LINES	471	1521395046.744679
508	172.17.0.2	8080	TCP	66	1521395046.744686
509	172.17.0.2	8080	TCP	66	1521395046.748152
510	172.17.0.1	36782	TCP	66	1521395046.75632
511	172.17.0.2	8080	TCP	66	1521395046.756332
512	172.17.0.2	8080	TCP	74	1521395061.489961
513	172.17.0.1	53886	TCP	74	1521395061.489979
514	172.17.0.2	8080	TCP	66	1521395061.489985
515	172.17.0.2	8080	TCP	1020	1521395061.490042
516	172.17.0.1	53886	TCP	66	1521395061.490054
517	172.17.0.1	53886	TCP	322	1521395061.499991
518	172.17.0.2	8080	TCP	66	1521395061.499998
519	172.17.0.1	53886	TCP	66	1521395061.515452
520	172.17.0.2	8080	HTTP	66	1521395061.520157
521	172.17.0.1	53886	TCP	66	1521395061.52018
522	172.17.0.2	8080	TCP	74	1521395073.060255
523	172.17.0.1	34322	TCP	74	1521395073.060274
524	172.17.0.2	8080	TCP	66	1521395073.060279
525	172.17.0.2	8080	TCP	1024	1521395073.060337
526	172.17.0.1	34322	TCP	66	1521395073.060349
527	172.17.0.1	34322	TCP	206	1521395073.073307
528	172.17.0.2	8080	TCP	66	1521395073.073315
529	172.17.0.1	34322	TCP	66	1521395073.088073
530	172.17.0.2	8080	HTTP	66	1521395073.091634
531	172.17.0.1	34322	TCP	66	1521395073.091652
532	172.17.0.2	8080	TCP	74	1521395109.142534
533	172.17.0.1	59796	TCP	74	1521395109.142553
534	172.17.0.2	8080	TCP	66	1521395109.142558
535	172.17.0.2	8080	TCP	1059	1521395109.142614
536	172.17.0.1	59796	TCP	66	1521395109.142626
537	162.212.156.148	80	TCP	74	1521395109.190997
538	172.17.0.2	39066	TCP	54	1521395109.205613
539	172.17.0.1	59796	TCP	320	1521395109.208705
540	172.17.0.2	8080	TCP	66	1521395109.208717
541	172.17.0.1	59796	TCP	66	1521395109.225819
542	172.17.0.2	8080	HTTP	66	1521395109.229382
543	172.17.0.1	59796	TCP	66	1521395109.229399
544	172.17.0.2	8080	TCP	74	1521395122.845903
545	172.17.0.1	55788	TCP	74	1521395122.845921
546	172.17.0.2	8080	TCP	66	1521395122.845926
547	172.17.0.2	8080	TCP	1059	1521395122.848523
548	172.17.0.1	55788	TCP	66	1521395122.848541
549	162.212.156.148	80	TCP	74	1521395122.858607
550	172.17.0.2	34370	TCP	58	1521395122.872383
551	162.212.156.148	80	TCP	54	1521395122.872442
552	162.212.156.148	80	HTTP	172	1521395122.87261
553	172.17.0.2	34370	TCP	54	1521395122.872734
554	172.17.0.2	34370	HTTP	59	1521395124.42335
555	162.212.156.148	80	TCP	54	1521395124.423537
556	172.17.0.2	34370	HTTP	58	1521395125.199485
557	162.212.156.148	80	TCP	54	1521395125.199527
558	172.17.0.2	34370	HTTP	56	1521395126.245068
559	162.212.156.148	80	TCP	54	1521395126.245189
560	172.17.0.2	34370	HTTP	56	1521395127.359595
561	162.212.156.148	80	TCP	54	1521395127.359647
562	172.17.0.2	34370	TCP	54	1521395127.864326
563	162.212.156.148	80	TCP	54	1521395127.86567
564	172.17.0.2	34370	TCP	54	1521395127.865846
565	172.17.0.1	55788	TCP	558	1521395127.866264
566	172.17.0.2	8080	TCP	66	1521395127.866273
567	172.17.0.1	55788	TCP	66	1521395127.882045
568	172.17.0.2	8080	HTTP	66	1521395127.885892
569	172.17.0.1	55788	TCP	66	1521395127.885911
570	172.17.0.2	8080	TCP	74	1521395147.157782
571	172.17.0.1	55058	TCP	74	1521395147.1578
572	172.17.0.2	8080	TCP	66	1521395147.157805
573	172.17.0.2	8080	TCP	1032	1521395147.160066
574	172.17.0.1	55058	TCP	66	1521395147.160079
575	172.17.0.1	55058	TCP	272	1521395147.175547
576	172.17.0.2	8080	TCP	66	1521395147.175552
577	172.17.0.1	55058	TCP	66	1521395147.186834
578	172.17.0.2	8080	HTTP	66	1521395147.190608
579	172.17.0.1	55058	TCP	66	1521395147.190628
580	172.17.0.2	8080	TCP	74	1521395162.83718
581	172.17.0.1	60130	TCP	74	1521395162.837199
582	172.17.0.2	8080	TCP	66	1521395162.837205
583	172.17.0.2	8080	TCP	1032	1521395162.837276
584	172.17.0.1	60130	TCP	66	1521395162.837292
585	172.17.0.1	60130	TCP	272	1521395162.841167
586	172.17.0.2	8080	TCP	66	1521395162.846316
587	172.17.0.1	60130	TCP	66	1521395162.861317
588	172.17.0.2	8080	HTTP	66	1521395162.864978
589	172.17.0.1	60130	TCP	66	1521395162.864995
590	172.17.0.2	8080	TCP	74	1521395163.444688
591	172.17.0.1	54084	TCP	74	1521395163.444707
592	172.17.0.2	8080	TCP	66	1521395163.444713
593	172.17.0.2	8080	TCP	1032	1521395163.444769
594	172.17.0.1	54084	TCP	66	1521395163.444781
595	172.17.0.1	54084	TCP	272	1521395163.448078
596	172.17.0.2	8080	TCP	66	1521395163.450026
597	172.17.0.1	54084	TCP	66	1521395163.476642
598	172.17.0.2	8080	HTTP	66	1521395163.480356
599	172.17.0.1	54084	TCP	66	1521395163.480447
