,action,calendarTime,columns_action,columns_atime,columns_category,columns_ctime,columns_gid,columns_hashed,columns_inode,columns_md5,columns_mode,columns_mtime,columns_name,columns_sha1,columns_sha256,columns_size,columns_target_path,columns_time,columns_transaction_id,columns_uid,counter,decorations_host_uuid,decorations_username,epoch,hostIdentifier,name,unixTime
0,added,Tue Feb  6 00:33:05 2018 UTC,,,,,,,,,,,hello,,,,,,,,38463,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,system_info,1517877185
1,added,Tue Feb  6 00:33:49 2018 UTC,CREATED,1517877228,etc,1517877228,0,1,159766,0d4f52b9dacac07cf2316d1686cc707c,0644,1517877228,,cffc9b8ead76006419975c0d22ba49d5fdf001a0,43d11069f7682e63289f38d184e4193f7486502f099250ceb4af7ac4bffb8209,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
2,added,Tue Feb  6 00:33:49 2018 UTC,CREATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/.osquery.conf.swx,1517877228,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
3,added,Tue Feb  6 00:33:49 2018 UTC,UPDATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/.osquery.conf.swx,1517877228,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
4,added,Tue Feb  6 00:33:49 2018 UTC,DELETED,,etc,,,0,,,,,,,,,\/etc\/osquery\/.osquery.conf.swx,1517877228,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
5,added,Tue Feb  6 00:33:49 2018 UTC,UPDATED,1517877228,etc,1517877228,0,1,159766,0d4f52b9dacac07cf2316d1686cc707c,0644,1517877228,,cffc9b8ead76006419975c0d22ba49d5fdf001a0,43d11069f7682e63289f38d184e4193f7486502f099250ceb4af7ac4bffb8209,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
6,added,Tue Feb  6 00:33:49 2018 UTC,DELETED,1517877228,etc,1517877228,0,0,159766,,0644,1517877228,,,,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
7,added,Tue Feb  6 00:33:49 2018 UTC,CREATED,1517877228,etc,1517877228,0,1,159766,0d4f52b9dacac07cf2316d1686cc707c,0644,1517877228,,cffc9b8ead76006419975c0d22ba49d5fdf001a0,43d11069f7682e63289f38d184e4193f7486502f099250ceb4af7ac4bffb8209,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
8,added,Tue Feb  6 00:33:49 2018 UTC,UPDATED,1517877228,etc,1517877228,0,1,159766,0d4f52b9dacac07cf2316d1686cc707c,0644,1517877228,,cffc9b8ead76006419975c0d22ba49d5fdf001a0,43d11069f7682e63289f38d184e4193f7486502f099250ceb4af7ac4bffb8209,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
9,added,Tue Feb  6 00:33:49 2018 UTC,ATTRIBUTES_MODIFIED,1517877228,etc,1517877228,0,0,159766,,0644,1517877228,,,,4096,\/etc\/osquery\/.osquery.conf.swp,1517877228,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877229
10,added,Tue Feb  6 00:33:53 2018 UTC,UPDATED,1517877228,etc,1517877232,0,1,159766,584db7f5f0be07e0f5d90e8c5fc7729e,0644,1517877232,,857c7fe0d0f10eb1b0fd2a9389f9813dc6f5d771,7bc1d39ce26ba665331b37328d1cf189d7cdd1acd2390217f36ded4f1d43df4a,4096,\/etc\/osquery\/.osquery.conf.swp,1517877232,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877233
11,added,Tue Feb  6 00:33:59 2018 UTC,CREATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/4913,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
12,added,Tue Feb  6 00:33:59 2018 UTC,ATTRIBUTES_MODIFIED,,etc,,,0,,,,,,,,,\/etc\/osquery\/4913,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
13,added,Tue Feb  6 00:33:59 2018 UTC,UPDATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/4913,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
14,added,Tue Feb  6 00:33:59 2018 UTC,DELETED,,etc,,,0,,,,,,,,,\/etc\/osquery\/4913,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
15,added,Tue Feb  6 00:33:59 2018 UTC,MOVED_FROM,1517877238,etc,1517877238,0,0,159799,,0644,1517877238,,,,2787,\/etc\/osquery\/osquery.conf,1517877238,10817,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
16,added,Tue Feb  6 00:33:59 2018 UTC,MOVED_TO,1517877156,etc,1517877238,0,0,159797,,0644,1517877147,,,,2824,\/etc\/osquery\/osquery.conf~,1517877238,10817,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
17,added,Tue Feb  6 00:33:59 2018 UTC,CREATED,1517877238,etc,1517877238,0,1,159799,6919c0a4b5cff0ce9cb8fc87ecb3d32c,0644,1517877238,,f74f448042bf0e4e4a62c23a59b8292d7952be53,bdade805968c5a6b1b78025b5de2cede8cb7462713b712eab31b5ae77b02640f,2787,\/etc\/osquery\/osquery.conf,1517877238,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
18,added,Tue Feb  6 00:33:59 2018 UTC,UPDATED,1517877238,etc,1517877238,0,1,159799,6919c0a4b5cff0ce9cb8fc87ecb3d32c,0644,1517877238,,f74f448042bf0e4e4a62c23a59b8292d7952be53,bdade805968c5a6b1b78025b5de2cede8cb7462713b712eab31b5ae77b02640f,2787,\/etc\/osquery\/osquery.conf,1517877238,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
19,added,Tue Feb  6 00:33:59 2018 UTC,UPDATED,1517877238,etc,1517877238,0,1,159799,6919c0a4b5cff0ce9cb8fc87ecb3d32c,0644,1517877238,,f74f448042bf0e4e4a62c23a59b8292d7952be53,bdade805968c5a6b1b78025b5de2cede8cb7462713b712eab31b5ae77b02640f,2787,\/etc\/osquery\/osquery.conf,1517877238,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
20,added,Tue Feb  6 00:33:59 2018 UTC,ATTRIBUTES_MODIFIED,1517877238,etc,1517877238,0,0,159799,,0644,1517877238,,,,2787,\/etc\/osquery\/osquery.conf,1517877238,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
21,added,Tue Feb  6 00:33:59 2018 UTC,UPDATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/.osquery.conf.swp,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
22,added,Tue Feb  6 00:33:59 2018 UTC,DELETED,,etc,,,0,,,,,,,,,\/etc\/osquery\/osquery.conf~,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
23,added,Tue Feb  6 00:33:59 2018 UTC,UPDATED,,etc,,,-1,,,,,,,,,\/etc\/osquery\/.osquery.conf.swp,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
24,added,Tue Feb  6 00:33:59 2018 UTC,DELETED,,etc,,,0,,,,,,,,,\/etc\/osquery\/.osquery.conf.swp,1517877238,0,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877239
25,added,Tue Feb  6 00:34:06 2018 UTC,CREATED,1517877245,tmp,1517877245,0,1,29169,981cc3cb81307f7f9ccb0ccf1f9ed307,0644,1517877245,,6c55db1671b4fbf231564ef9d9cc42221ee5296a,80869725aec79cc6f8bfcf013fa1c33637941c0b946c058fb81a8d09329cedb8,297,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877245,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
26,added,Tue Feb  6 00:34:06 2018 UTC,DELETED,1517877245,tmp,1517877245,0,0,29169,,0644,1517877245,,,,297,\/tmp\/osqueryd.INFO,1517877245,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
27,added,Tue Feb  6 00:34:06 2018 UTC,CREATED,1517877245,tmp,1517877245,0,1,29169,981cc3cb81307f7f9ccb0ccf1f9ed307,0644,1517877245,,6c55db1671b4fbf231564ef9d9cc42221ee5296a,80869725aec79cc6f8bfcf013fa1c33637941c0b946c058fb81a8d09329cedb8,297,\/tmp\/osqueryd.INFO,1517877245,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
28,added,Tue Feb  6 00:34:06 2018 UTC,UPDATED,1517877245,tmp,1517877245,0,1,29169,981cc3cb81307f7f9ccb0ccf1f9ed307,0644,1517877245,,6c55db1671b4fbf231564ef9d9cc42221ee5296a,80869725aec79cc6f8bfcf013fa1c33637941c0b946c058fb81a8d09329cedb8,297,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877245,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
29,added,Tue Feb  6 00:34:06 2018 UTC,UPDATED,1517877245,tmp,1517877245,0,1,29169,cf112b76e21112114376fd26f7e1ee70,0644,1517877245,,cca4462ba963f4b980d3856cb8961266e2ed8af4,909a660ed982b0ed3f06f32bf4a8627129da22f4625df8c8542891e10584bb45,458,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877245,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
30,added,Tue Feb  6 00:34:06 2018 UTC,UPDATED,1517877245,tmp,1517877246,0,1,29169,f32c2e6363912f97ea8958cbf0383b2f,0644,1517877246,,8c39be260a75321baf10d7f5de8886824b63b132,ee31dd02775a6dd98c4176a8393d6b8c64f5f06ee9649e5d542aecfea1c1c47f,619,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877246,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
31,added,Tue Feb  6 00:34:06 2018 UTC,UPDATED,1517877246,tmp,1517877246,0,1,29169,4dc85bfef7f2af8f5f7a79680649ec7e,0644,1517877246,,2bec412f239c03204a97f0876e56892b1987ca27,d3b5654057118b98356b896d3681098de7ac2ae041f0232c929cacc6288a4d4b,780,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877246,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877246
32,added,Tue Feb  6 00:34:07 2018 UTC,UPDATED,1517877246,tmp,1517877246,0,1,29169,684bf2d74525cc0fb709d75149a81e2b,0644,1517877246,,f5270484eaf8fcb2961145f99990b0211b128d30,3a1d0f53fd5f7aae4a78cd25ac40cbcf243514057351a1b4afaf1f27320a2283,941,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877246,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877247
33,added,Tue Feb  6 00:34:07 2018 UTC,UPDATED,1517877246,tmp,1517877246,0,1,29169,b08867fddd9921336f4b2453a6e3f073,0644,1517877246,,a58902d3b43df8214af3cc3b6bc079acfb53c57e,05b143fd06a2b389ef7f6b0e21c436cb8782f7e8e2dc15f97e410d94a81c06d4,1102,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877246,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877247
34,added,Tue Feb  6 00:34:07 2018 UTC,UPDATED,1517877246,tmp,1517877246,0,1,29169,5a961fc1ac866df73717f60cd6330e10,0644,1517877246,,2105173dbedb212f288024fc168e9e94941d1e77,40ca3f86dec8fe6119a225dfc2e07fdbda505d9d2e4a5bc3fa1af42638f95ddb,1263,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877246,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877247
35,added,Tue Feb  6 00:34:07 2018 UTC,UPDATED,1517877246,tmp,1517877247,0,1,29169,3842dc52208dc71a65c4ff2f9394ead5,0644,1517877247,,e603cbe13c76b366a2eaa6b32d6a642b44e1a290,7be0d43b78ab722f12478805563153e73508b52b840d58ae440464f226e3047e,1424,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877247,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877247
36,added,Tue Feb  6 00:34:07 2018 UTC,UPDATED,1517877247,tmp,1517877247,0,1,29169,bcd832e1430f3ca4313d74f692b6032d,0644,1517877247,,4f40bf2ef295aa6a5f273378aa3b8a6b76525287,884bcc6965695534be6221d8afec3fa22ebfcc70b400fe7163ee7d182f6ff10d,1585,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877247,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877247
37,added,Tue Feb  6 00:34:08 2018 UTC,UPDATED,1517877247,tmp,1517877247,0,1,29169,ba83f2f11ad62a67fba1bc8c4e66d776,0644,1517877247,,16e7eab1b00110196dd64d65703a378ecb835e0c,d20866d8e1744654058dac2ac16c0ba08dcc4ebb7a8a73e6b7cdcc1e3aeb67ff,1746,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877247,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877248
38,added,Tue Feb  6 00:34:08 2018 UTC,UPDATED,1517877247,tmp,1517877247,0,1,29169,61444b68b74fa92b9e78a8c572360604,0644,1517877247,,42bb827a5edb05e14f753169c14cf61c64f682c6,45fe396e91e7a93adad1d110e85f684b0c958095791e7dc3588ad33dd546f17b,1907,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877247,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877248
39,added,Tue Feb  6 00:34:08 2018 UTC,UPDATED,1517877247,tmp,1517877247,0,1,29169,82c27e571db91ef40c82a86039a912db,0644,1517877247,,2abee801d879cfb6dd6e41167ca98c033c75d92b,881411d79e7dd14c3a7d3c3aa510333b4cfe8530f1649be15f35cc880d5b6c1a,2068,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877247,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877248
40,added,Tue Feb  6 00:34:08 2018 UTC,UPDATED,1517877247,tmp,1517877248,0,1,29169,deaada57a4fdc10163599f00303553c7,0644,1517877248,,b5cbd15a685797c2c21a7af49be8eaeeb12857a9,9bdc5c8de701d94615d79817add61ac5e0c637bd20dd54c742d624a03b5cc234,2229,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877248,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877248
41,added,Tue Feb  6 00:34:08 2018 UTC,UPDATED,1517877248,tmp,1517877248,0,1,29169,a483c3a22196f232f1f75614eb05dbc9,0644,1517877248,,2b196541858aab3b88ca878065c86c887a4d76f0,114cf814d877610becf293ed3e4fb2152324ecf720e6140b6f98d2ea7bc163be,2390,\/tmp\/osqueryd.ubuntu.invalid-user.log.INFO.20180205-183405.2168,1517877248,0,0,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,root,0,ubuntu,pack_fim_file_events,1517877248
42,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,hello,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
43,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ipt_MASQUERADE,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
44,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_nat_masquerade_ipv4,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
45,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_conntrack_netlink,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
46,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nfnetlink,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
47,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,xfrm_user,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
48,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,xfrm_algo,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
49,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,iptable_nat,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
50,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_conntrack_ipv4,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
51,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_defrag_ipv4,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
52,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_nat_ipv4,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
53,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,xt_addrtype,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
54,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,iptable_filter,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
55,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ip_tables,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
56,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,xt_conntrack,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
57,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,x_tables,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
58,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_nat,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
59,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,nf_conntrack,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
60,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,br_netfilter,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
61,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,bridge,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
62,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,stp,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
63,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,llc,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
64,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,overlay,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
65,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ppdev,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
66,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,intel_powerclamp,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
67,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,crct10dif_pclmul,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
68,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,crc32_pclmul,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
69,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ghash_clmulni_intel,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
70,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,aesni_intel,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
71,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,aes_x86_64,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
72,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,lrw,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
73,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,vboxvideo,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
74,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,gf128mul,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
75,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,glue_helper,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
76,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ablk_helper,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
77,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,cryptd,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
78,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ttm,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
79,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,drm_kms_helper,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
80,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,snd_intel8x0,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
81,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,snd_ac97_codec,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
82,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,ac97_bus,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
83,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,input_leds,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
84,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,joydev,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
85,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,serio_raw,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
86,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,snd_pcm,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
87,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,drm,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
88,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,fb_sys_fops,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
89,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,snd_timer,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
90,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,syscopyarea,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
91,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,sysfillrect,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
92,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,i2c_piix4,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
93,added,Tue Feb  6 00:34:09 2018 UTC,,,,,,,,,,,snd,,,,,,,,0,D5882FBF-1D65-4A30-B216-77F664B7D3B0,,0,ubuntu,kernel_module,1517877249
