,dest_ip,dest_port,highest_layer,length,response_type,src_ip,timestamp
1137,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.94582
1138,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.945881
1139,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.961165
1140,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397356.96123
1141,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397356.974772
1142,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397356.974838
1143,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.011031
1144,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.011216
1145,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.035895
1146,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.035991
1147,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.050895
1148,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.050952
1149,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.084711
1150,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.084774
1151,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.098314
1152,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.098378
1153,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.111553
1154,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.11161
1155,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.1465
1156,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.146691
1157,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.165512
1158,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.165592
1159,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.188448
1160,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.188559
1161,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.202969
1162,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.203053
1163,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.216921
1164,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.216996
1165,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.23089
1166,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.230981
1167,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.265135
1168,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.265407
1169,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.279474
1170,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.27956
1171,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.293804
1172,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.293886
1173,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.307825
1174,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.307888
1175,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.321869
1176,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.321931
1177,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.335959
1178,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.336043
1179,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.371183
1180,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.371369
1181,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.38502
1182,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.385081
1183,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.400429
1184,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.400542
1185,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.414881
1186,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.414939
1187,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.428362
1188,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.428436
1189,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.50859
1190,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.508654
1191,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.543451
1192,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.543646
1193,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.557798
1194,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.557875
1195,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.578425
1196,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.578504
1197,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.591702
1198,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.591766
1199,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.606532
1200,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.606588
1201,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.620121
1202,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.620184
1203,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.655181
1204,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.655365
1205,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.671099
1206,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.671179
1207,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.685129
1208,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.685209
1209,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.700501
1210,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.700562
1211,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.714494
1212,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.714556
1213,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.729356
1214,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.729414
1215,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.786433
1216,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.786621
1217,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.803405
1218,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.803468
1219,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.822894
1220,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.822978
1221,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.839568
1222,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.839627
1223,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.857445
1224,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.857502
1225,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.873954
1226,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.874013
1227,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397357.909419
1228,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.909608
1229,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397357.928348
1230,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.928436
1231,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.943191
1232,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.943266
1233,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.956766
1234,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.956846
1235,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.97077
1236,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397357.970834
1237,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397357.985153
1238,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397357.985236
1239,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.020245
1240,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.020433
1241,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.034832
1242,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.034887
1243,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.049788
1244,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.049872
1245,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.065352
1246,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.065427
1247,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.103828
1248,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.103986
1249,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.120675
1250,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.120736
1251,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.156228
1252,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.156419
1253,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.169655
1254,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.169733
1255,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.184514
1256,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.184588
1257,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.199513
1258,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.199632
1259,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.219448
1260,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.219508
1261,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.234993
1262,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.235062
1263,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.271274
1264,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.271476
1265,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.285485
1266,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.285546
1267,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.300268
1268,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.300373
1269,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.314088
1270,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.314148
1271,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.327848
1272,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.327912
1273,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.341943
1274,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.342003
1275,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.385379
1276,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.385578
1277,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.399067
1278,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.399125
1279,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.414367
1280,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.414452
1281,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.427935
1282,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.427994
1283,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.441954
1284,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.442073
1285,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.459595
1286,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.459657
1287,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.4942
1288,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.494445
1289,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.507924
1290,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.508007
1291,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.535908
1292,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.536022
1293,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.54978
1294,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.549845
1295,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.565376
1296,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.565433
1297,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.579769
1298,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.579829
1299,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.615076
1300,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.615278
1301,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.629786
1302,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.629844
1303,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.643429
1304,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.643509
1305,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.662888
1306,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.662969
1307,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.676988
1308,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.677064
1309,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.691346
1310,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.691412
1311,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.726285
1312,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.726478
1313,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.743411
1314,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.743593
1315,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.758724
1316,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.758827
1317,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.773437
1318,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.773552
1319,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.787384
1320,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.787451
1321,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.802905
1322,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.802962
1323,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.839511
1324,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.839705
1325,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.853492
1326,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.853552
1327,10.0.2.15,43917,DNS,390,1,162.212.156.148,1521397358.866633
1328,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.866717
1329,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.880418
1330,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.880479
1331,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.89496
1332,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.895022
1333,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.908352
1334,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397358.908411
1335,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397358.943998
1336,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.94419
1337,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.959391
1338,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.959491
1339,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397358.973599
1340,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.973696
1341,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397358.987896
1342,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397358.987976
1343,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.002322
1344,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.002385
1345,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.019521
1346,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.019589
1347,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.05436
1348,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.054564
1349,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.068296
1350,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.068359
1351,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.083041
1352,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.083121
1353,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.098362
1354,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.098441
1355,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.113319
1356,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.113397
1357,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.1411
1358,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.141159
1359,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.177637
1360,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.177823
1361,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.193321
1362,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.193395
1363,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.207604
1364,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.207688
1365,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.222324
1366,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.222385
1367,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.237257
1368,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.237313
1369,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.258834
1370,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.258892
1371,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.296469
1372,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.296662
1373,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.310148
1374,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.310208
1375,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.324166
1376,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.324249
1377,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.338011
1378,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.33807
1379,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.351837
1380,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.351902
1381,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.377697
1382,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.37776
1383,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.413612
1384,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.413806
1385,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.441094
1386,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.441176
1387,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.458082
1388,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.458183
1389,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.47555
1390,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.47561
1391,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.489285
1392,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.489345
1393,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.502982
1394,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.503052
1395,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.538885
1396,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.539078
1397,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.558291
1398,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.558374
1399,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.57836
1400,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.578428
1401,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.592199
1402,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.592277
1403,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.608266
1404,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.608326
1405,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.6214
1406,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.621507
1407,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.667215
1408,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.667413
1409,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.681229
1410,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.681303
1411,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.70172
1412,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.701803
1413,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.717477
1414,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.717541
1415,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.732421
1416,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.732534
1417,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.750384
1418,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.750444
1419,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.785122
1420,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.785551
1421,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.798918
1422,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.798981
1423,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397359.812395
1424,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.812521
1425,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.82599
1426,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.826084
1427,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.840535
1428,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.840593
1429,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.85811
1430,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.858168
1431,10.0.2.15,43917,DNS,331,1,162.212.156.148,1521397359.872607
1432,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.872843
1433,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.889348
1434,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.889451
1435,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.908611
1436,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.908679
1437,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.923464
1438,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.923523
1439,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.93829
1440,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.938348
1441,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397359.953539
1442,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397359.953601
1443,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397359.98835
1444,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397359.988545
1445,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397360.019202
1446,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.019278
1447,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397360.033712
1448,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.033777
1449,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397360.04811
1450,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.048165
1451,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397360.062826
1452,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.062922
1453,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397360.076784
1454,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397360.076857
1455,10.0.2.15,43917,DNS,331,1,162.212.156.148,1521397360.107384
1456,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.107591
1457,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397360.121831
1458,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397360.121897
1459,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.126724
1460,10.0.2.15,43917,DNS,430,1,162.212.156.148,1521397361.142092
1461,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.142169
1462,10.0.2.15,43917,DNS,430,1,162.212.156.148,1521397361.156455
1463,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.156533
1464,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.170341
1465,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.170397
1466,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.184096
1467,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.184158
1468,10.0.2.15,43917,DNS,230,1,162.212.156.148,1521397361.221225
1469,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.221412
1470,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.235078
1471,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.235174
1472,10.0.2.15,43917,DNS,391,1,162.212.156.148,1521397361.248744
1473,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.248825
1474,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.263124
1475,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.26321
1476,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.278188
1477,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.278293
1478,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.292171
1479,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.292247
1480,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.306359
1481,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.306561
1482,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.322439
1483,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.322507
1484,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.336646
1485,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.33674
1486,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.350994
1487,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.351082
1488,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.365115
1489,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.365167
1490,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.378374
1491,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.378433
1492,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.395758
1493,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.395965
1494,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.410553
1495,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.410629
1496,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.424691
1497,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.424745
1498,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.438957
1499,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.439035
1500,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.453027
1501,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.453122
1502,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.466797
1503,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397361.466862
1504,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397361.481623
1505,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.481824
1506,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.498696
1507,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397361.498759
1508,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397361.513128
