,dest_ip,dest_port,highest_layer,length,response_type,src_ip,timestamp
377,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.593771
378,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.593833
379,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.609228
380,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397350.609291
381,10.0.2.15,43917,DNS,293,1,162.212.156.148,1521397350.625237
382,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.625458
383,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.641874
384,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.641931
385,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.657018
386,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.657083
387,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.671402
388,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.671461
389,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.698305
390,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.698374
391,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.713024
392,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397350.713083
393,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397350.730566
394,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.730835
395,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.747001
396,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.747061
397,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.760954
398,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.761014
399,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.774947
400,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.775005
401,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.789379
402,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.789442
403,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.809861
404,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397350.809921
405,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397350.824976
406,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.825198
407,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.839886
408,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.839971
409,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.855655
410,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.855724
411,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.878845
412,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.878936
413,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.896727
414,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.896786
415,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.911858
416,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397350.911943
417,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397350.926868
418,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.927082
419,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.941999
420,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.942117
421,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.955843
422,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.95592
423,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.969774
424,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.969827
425,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.983958
426,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397350.984051
427,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397350.998118
428,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397350.998182
429,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.012983
430,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.013454
431,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.032753
432,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.032819
433,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.056445
434,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.056628
435,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.080774
436,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.080848
437,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.094695
438,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.094823
439,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.108818
440,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.108874
441,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.126421
442,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.126625
443,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.140557
444,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.140632
445,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.155575
446,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.155701
447,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.170709
448,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.170774
449,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.184327
450,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.184388
451,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.199346
452,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.199406
453,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.213828
454,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.214044
455,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.227891
456,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.228006
457,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.244318
458,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.24438
459,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.257995
460,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.258054
461,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.273425
462,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.273491
463,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.29298
464,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.293075
465,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.308347
466,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.308723
467,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.321897
468,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.321962
469,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.336697
470,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.336765
471,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.35075
472,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.350812
473,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.366735
474,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.366864
475,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.381279
476,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.381342
477,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.395655
478,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.395872
479,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.410237
480,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.410294
481,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.424459
482,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.424559
483,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.439138
484,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.4392
485,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.4526
486,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.452661
487,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.465912
488,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.465977
489,10.0.2.15,43917,DNS,293,1,162.212.156.148,1521397351.481105
490,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.481365
491,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.49457
492,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.494626
493,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.508289
494,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.508347
495,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.522806
496,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.522877
497,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.535903
498,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.535989
499,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.54932
500,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.549382
501,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.56483
502,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.565168
503,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.579862
504,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.579953
505,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.594759
506,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.594824
507,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.608829
508,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.608886
509,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.622288
510,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.622373
511,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.636532
512,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.636595
513,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.651459
514,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.651708
515,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.681437
516,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.681574
517,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.708422
518,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.708502
519,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.721903
520,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.72197
521,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.737587
522,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.737651
523,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.752584
524,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.752673
525,10.0.2.15,43917,DNS,293,1,162.212.156.148,1521397351.768285
526,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.768561
527,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.783357
528,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.783469
529,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.797432
530,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.797527
531,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.811721
532,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.811788
533,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.826597
534,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.826683
535,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.840798
536,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.840858
537,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.866776
538,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.867034
539,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.882109
540,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.882178
541,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.895834
542,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.895903
543,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.909358
544,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.909425
545,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.924882
546,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.924944
547,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.938375
548,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397351.938432
549,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397351.95432
550,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.954676
551,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.969297
552,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.969384
553,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397351.983572
554,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397351.983646
555,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.008451
556,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.008511
557,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.032513
558,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.032575
559,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.046647
560,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.046714
561,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.069095
562,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.069323
563,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.083025
564,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.08309
565,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.097174
566,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.097238
567,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.110659
568,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.110719
569,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.125128
570,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.12519
571,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.139498
572,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.139557
573,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.153939
574,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.154148
575,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.168311
576,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.168374
577,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.189609
578,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.189676
579,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.215787
580,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.215891
581,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.229854
582,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.229923
583,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.270732
584,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.270795
585,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.288059
586,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.288295
587,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.302337
588,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.302406
589,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.317889
590,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.318036
591,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.350033
592,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.3501
593,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.363596
594,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.363725
595,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.383015
596,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.383077
597,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.397517
598,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.39778
599,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.412079
600,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.412152
601,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.427345
602,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.427428
603,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.44146
604,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.441544
605,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.457136
606,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.457195
607,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.47121
608,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.471296
609,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.493308
610,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.493705
611,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.507211
612,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.507277
613,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.522536
614,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.522614
615,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.536425
616,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.536482
617,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.550676
618,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.550739
619,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.563734
620,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.563796
621,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.577731
622,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.577934
623,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.593476
624,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.593538
625,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.607713
626,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.607774
627,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.620963
628,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.621021
629,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.640789
630,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.640855
631,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.656519
632,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.656596
633,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.670763
634,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.670962
635,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.689841
636,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.689903
637,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.704109
638,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.704174
639,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.717444
640,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.717503
641,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.731688
642,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.731748
643,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.745883
644,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.745944
645,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.760297
646,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.760508
647,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.774471
648,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.774537
649,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.788331
650,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.788388
651,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.807867
652,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.807969
653,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.822442
654,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.822518
655,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.836283
656,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.836342
657,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.851395
658,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.851595
659,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.865094
660,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.865162
661,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.88017
662,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.880233
663,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.894777
664,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.894833
665,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.910575
666,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.910635
667,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.924843
668,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397352.924896
669,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397352.938566
670,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.938769
671,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.964554
672,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.964696
673,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397352.987131
674,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397352.987195
675,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.001372
676,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.001432
677,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.019487
678,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.019546
679,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.037811
680,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.037872
681,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.05689
682,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.057106
683,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.076395
684,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.076467
685,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.090273
686,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.090352
687,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.105117
688,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.105184
689,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.118698
690,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.118753
691,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.133524
692,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.133627
693,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.147448
694,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.147643
695,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.161347
696,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.161409
697,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.175297
698,162.212.156.148,53,DNS,268,0,10.0.2.15,1521397353.175356
699,10.0.2.15,43917,DNS,335,1,162.212.156.148,1521397353.190063
700,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.190391
701,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.205476
702,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.205591
703,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.220456
704,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.220529
705,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.233847
706,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.233908
707,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.247999
708,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.248082
709,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.261908
710,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.262009
711,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.276528
712,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.276808
713,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.291784
714,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.291849
715,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.307208
716,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.307268
717,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.321086
718,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.321152
719,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.335289
720,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.335664
721,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.348911
722,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.348969
723,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.363584
724,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.363848
725,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.377312
726,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.377383
727,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.392445
728,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.392533
729,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.408227
730,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.408331
731,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.422393
732,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.422507
733,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.437272
734,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.437344
735,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.452088
736,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.452302
737,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.465571
738,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.465629
739,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.479442
740,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.479576
741,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.495573
742,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.495665
743,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.510579
744,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.510653
745,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.524475
746,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.524536
747,10.0.2.15,43917,DNS,292,1,162.212.156.148,1521397353.539098
748,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.539294
749,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.55381
750,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.553934
751,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.56723
752,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.567292
753,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.581331
754,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.581391
755,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.595774
756,162.212.156.148,53,DNS,324,0,10.0.2.15,1521397353.595833
757,10.0.2.15,43917,DNS,329,1,162.212.156.148,1521397353.61514
758,162.212.156.148,53,DNS,225,0,10.0.2.15,1521397353.615204
